PDF File,Status,ROI,Signature_box,Error Message
304176.pdf,Success,"[436, 544, 0, 165]","[[433.25128173828125, 12.247802734375, 526.7640380859375, 132.07192993164062]]",Processed successfully
304230.pdf,Success,"[338, 543, 0, 144]","[[408.71295166015625, 110.6349868774414, 508.1228942871094, 133.25453186035156]]",Processed successfully
304369.pdf,Success,"[367, 542, 0, 163]","[[380.755615234375, 104.14413452148438, 468.9775085449219, 133.97003173828125], [365.8404235839844, 143.24444580078125, 459.3840637207031, 160.4833984375], [362.5357971191406, 142.40225219726562, 470.95587158203125, 152.19921875]]",Processed successfully
304395.pdf,Success,"[363, 541, 0, 165]","[[380.64459228515625, 112.6727066040039, 486.89337158203125, 133.2908935546875]]",Processed successfully
304413.pdf,Success,"[370, 544, 0, 170]","[[383.44146728515625, 117.9217300415039, 460.6098937988281, 138.00289916992188], [416.17132568359375, 152.66134643554688, 493.1549377441406, 170.58868408203125]]",Processed successfully
304454.pdf,Success,"[371, 607, 0, 164]","[[427.5263671875, 115.69879913330078, 471.8343811035156, 135.1380615234375], [381.5619201660156, 115.34394836425781, 398.181640625, 131.61404418945312], [379.5464782714844, 114.76024627685547, 478.2188720703125, 133.75619506835938]]",Processed successfully
304487.pdf,Success,"[380, 548, 0, 168]","[[379.6887512207031, 109.0162353515625, 456.5736999511719, 139.15948486328125], [380.6694030761719, 153.4017333984375, 459.32879638671875, 167.86993408203125]]",Processed successfully
304566.pdf,Success,"[367, 545, 0, 168]","[[373.2310485839844, 109.62110137939453, 440.90972900390625, 133.9186553955078]]",Processed successfully
304587.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
304632.pdf,Success,"[366, 549, 0, 168]","[[381.3641052246094, 115.88663482666016, 434.9654846191406, 144.4973907470703]]",Processed successfully
304662.pdf,Success,"[366, 543, 0, 167]","[[367.5270080566406, 62.805660247802734, 528.7738037109375, 160.79232788085938], [363.02227783203125, 153.80426025390625, 470.5215759277344, 168.29470825195312]]",Processed successfully
304674.pdf,Success,"[388, 544, 0, 168]","[[386.171875, 117.92082977294922, 473.74932861328125, 134.56680297851562]]",Processed successfully
304692.pdf,Success,"[368, 547, 0, 168]","[[381.39306640625, 116.13560485839844, 460.4835205078125, 138.23638916015625]]",Processed successfully
304698.pdf,Success,"[420, 541, 0, 167]","[[437.9664306640625, 121.14056396484375, 492.6332092285156, 134.85647583007812]]",Processed successfully
304778.pdf,Failed,"[339, 544, 0, 148]",NA,Signature not detected
304805.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
304841.pdf,Success,"[397, 550, 0, 168]","[[405.4709167480469, 113.32526397705078, 474.3642578125, 135.5522003173828]]",Processed successfully
304952.pdf,Success,"[341, 549, 0, 148]","[[360.69830322265625, 111.05313110351562, 525.9512939453125, 146.48825073242188]]",Processed successfully
305035.pdf,Success,"[372, 544, 0, 166]","[[375.4731140136719, 113.58924865722656, 482.2337951660156, 141.22499084472656]]",Processed successfully
305069.pdf,Success,"[370, 544, 0, 167]","[[369.2355041503906, 102.5123291015625, 466.8681335449219, 137.739013671875], [389.2564697265625, 149.5064239501953, 472.8861999511719, 167.62057495117188], [387.8042907714844, 103.0349349975586, 435.9776611328125, 135.53829956054688]]",Processed successfully
305075.pdf,Failed,"[369, 544, 0, 166]",NA,Signature not detected
305099.pdf,Success,"[372, 543, 0, 165]","[[376.3035888671875, 106.68475341796875, 483.50537109375, 137.7005615234375]]",Processed successfully
305107.pdf,Success,"[425, 545, 0, 165]","[[433.2177429199219, 99.82379913330078, 543.120361328125, 138.36578369140625]]",Processed successfully
305189.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
305240.pdf,Success,"[325, 541, 0, 146]","[[362.23004150390625, 104.40226745605469, 484.24053955078125, 135.2335662841797]]",Processed successfully
305252.pdf,Failed,"[362, 542, 0, 164]",NA,Signature not detected
305273.pdf,Success,"[393, 610, 0, 159]","[[392.2997741699219, 81.51477813720703, 471.1125183105469, 127.73821258544922]]",Processed successfully
305375.pdf,Success,"[392, 612, 0, 178]","[[391.13140869140625, 161.84934997558594, 470.6462097167969, 181.32154846191406]]",Processed successfully
305389.pdf,Success,"[432, 544, 0, 166]","[[444.5862121582031, 113.2269287109375, 529.8621826171875, 133.6680450439453]]",Processed successfully
305393.pdf,Success,"[376, 544, 0, 166]","[[383.886474609375, 153.73121643066406, 487.6923522949219, 167.57449340820312], [377.9960021972656, 107.89515686035156, 451.7109069824219, 133.42813110351562]]",Processed successfully
305397.pdf,Failed,"[405, 610, 0, 188]",NA,Signature not detected
305487.pdf,Success,"[383, 556, 0, 169]","[[400.2029113769531, 154.56761169433594, 500.2322998046875, 169.1333465576172], [380.8410339355469, 114.86900329589844, 531.2803344726562, 139.8131561279297]]",Processed successfully
305495.pdf,Success,"[340, 553, 0, 148]","[[369.95501708984375, 110.36923217773438, 499.53948974609375, 137.67967224121094]]",Processed successfully
305519.pdf,Success,"[341, 544, 0, 148]","[[371.686279296875, 120.20394134521484, 454.83917236328125, 136.7350311279297]]",Processed successfully
305572.pdf,Success,"[483, 543, 0, 170]","[[480.5792541503906, 138.03611755371094, 493.47479248046875, 169.38330078125]]",Processed successfully
305626.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
305641.pdf,Success,"[343, 545, 0, 145]","[[364.83660888671875, 120.19026184082031, 447.2536315917969, 134.01251220703125]]",Processed successfully
305692.pdf,Success,"[370, 543, 0, 168]","[[407.9513854980469, 104.60910034179688, 455.887939453125, 134.59083557128906]]",Processed successfully
305721.pdf,Success,"[372, 546, 0, 171]","[[371.7945556640625, 109.16863250732422, 452.1792907714844, 140.05206298828125]]",Processed successfully
305859.pdf,Success,"[379, 545, 0, 167]","[[378.9560546875, 112.09346008300781, 449.4531555175781, 139.34950256347656]]",Processed successfully
305886.pdf,Failed,"[368, 547, 0, 169]",NA,Signature not detected
305920.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
305934.pdf,Success,"[377, 541, 0, 168]","[[377.5018615722656, 119.02921295166016, 467.60443115234375, 140.42462158203125]]",Processed successfully
305944.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
305950.pdf,Success,"[386, 545, 0, 167]","[[403.185546875, 119.1004638671875, 462.0780334472656, 134.79783630371094]]",Processed successfully
305958.pdf,Success,"[379, 544, 0, 166]","[[377.98040771484375, 99.55716705322266, 487.3216552734375, 155.20840454101562]]",Processed successfully
305970.pdf,Success,"[368, 545, 0, 167]","[[408.2561950683594, 109.95803833007812, 465.1005554199219, 138.91909790039062], [388.578369140625, 110.48914337158203, 533.4974365234375, 165.76698303222656]]",Processed successfully
305978.pdf,Success,"[378, 610, 0, 168]","[[406.2041015625, 109.19093322753906, 549.63916015625, 153.82122802734375]]",Processed successfully
306035.pdf,Success,"[369, 545, 0, 166]","[[515.900146484375, 8.750326156616211, 531.18798828125, 22.312885284423828], [373.9184265136719, 118.97460174560547, 461.82781982421875, 134.80465698242188]]",Processed successfully
306183.pdf,Success,"[391, 550, 0, 172]","[[453.41107177734375, 124.11739349365234, 507.10931396484375, 140.95013427734375]]",Processed successfully
306195.pdf,Success,"[365, 542, 0, 161]","[[393.0769348144531, 110.08296203613281, 500.07073974609375, 152.39715576171875]]",Processed successfully
306227.pdf,Success,"[411, 612, 0, 171]","[[410.2890930175781, 108.19584655761719, 525.5713500976562, 139.29637145996094]]",Processed successfully
306333.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
306439.pdf,Success,"[365, 544, 0, 166]","[[392.12225341796875, 98.60619354248047, 470.06982421875, 136.18624877929688]]",Processed successfully
306483.pdf,Success,"[406, 612, 0, 170]","[[457.64971923828125, 118.48294067382812, 503.3347473144531, 140.22531127929688]]",Processed successfully
306566.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
306629.pdf,Success,"[343, 548, 0, 147]","[[419.0395202636719, 118.5157241821289, 489.7054138183594, 134.77133178710938]]",Processed successfully
306644.pdf,Success,"[366, 546, 0, 197]","[[376.77630615234375, 128.4473419189453, 528.8240356445312, 172.37271118164062]]",Processed successfully
306656.pdf,Success,"[377, 544, 0, 167]","[[379.6702575683594, 154.8682861328125, 481.8226013183594, 168.64425659179688], [373.3388977050781, 114.77120208740234, 509.39263916015625, 139.6602783203125]]",Processed successfully
306692.pdf,Success,"[384, 544, 0, 167]","[[382.002197265625, 85.86936950683594, 494.48492431640625, 135.3252716064453]]",Processed successfully
306727.pdf,Success,"[369, 542, 0, 169]","[[368.7616271972656, 117.06863403320312, 480.96343994140625, 144.9938507080078], [368.45123291015625, 116.78804779052734, 433.19989013671875, 140.28619384765625]]",Processed successfully
306859.pdf,Success,"[371, 544, 0, 165]","[[371.3377380371094, 152.4589080810547, 473.2850341796875, 164.55899047851562]]",Processed successfully
306880.pdf,Success,"[379, 544, 0, 166]","[[375.67437744140625, 105.4588623046875, 477.1021728515625, 131.86647033691406]]",Processed successfully
306902.pdf,Success,"[364, 542, 0, 172]","[[388.12640380859375, 109.34565734863281, 460.5751647949219, 141.1932373046875], [360.91552734375, 152.36329650878906, 476.00067138671875, 172.0044403076172]]",Processed successfully
306912.pdf,Success,"[444, 544, 0, 168]","[[446.7840576171875, 116.17576599121094, 503.8223876953125, 152.8113555908203]]",Processed successfully
306916.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
306944.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
306946.pdf,Success,"[392, 544, 0, 166]","[[389.6948547363281, 117.27903747558594, 516.5552978515625, 137.57850646972656]]",Processed successfully
306958.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307028.pdf,Failed,"[338, 572, 0, 148]",NA,Signature not detected
307103.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307197.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307207.pdf,Success,"[338, 545, 0, 148]","[[375.74737548828125, 110.36618041992188, 487.6603698730469, 141.09384155273438]]",Processed successfully
307293.pdf,Success,"[372, 551, 0, 168]","[[390.5401611328125, 107.86871337890625, 483.75665283203125, 136.7265625]]",Processed successfully
307299.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307307.pdf,Success,"[366, 544, 0, 165]","[[431.5997314453125, 106.04641723632812, 540.521240234375, 144.50430297851562]]",Processed successfully
307311.pdf,Failed,"[363, 546, 0, 165]",NA,Signature not detected
307321.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307351.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307363.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307375.pdf,Success,"[337, 544, 0, 145]","[[368.45709228515625, 111.11836242675781, 468.11444091796875, 134.69554138183594]]",Processed successfully
307403.pdf,Success,"[365, 544, 0, 166]","[[376.7094421386719, 116.78634643554688, 456.97125244140625, 135.5732879638672], [363.7518310546875, 155.27423095703125, 467.4149169921875, 167.82232666015625], [430.4330139160156, 154.4105682373047, 468.61865234375, 168.06314086914062]]",Processed successfully
307407.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307425.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307427.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
307463.pdf,Failed,"[334, 544, 0, 145]",NA,Signature not detected
307517.pdf,Success,"[370, 545, 0, 167]","[[380.1213073730469, 114.20723724365234, 506.68023681640625, 142.7047119140625], [383.8759460449219, 154.22166442871094, 485.8778991699219, 169.68060302734375]]",Processed successfully
307521.pdf,Success,"[368, 547, 0, 201]","[[373.0754089355469, 145.58033752441406, 456.0939025878906, 169.5765838623047], [367.2499694824219, 192.29901123046875, 491.7016906738281, 201.817626953125]]",Processed successfully
307557.pdf,Success,"[369, 610, 0, 167]","[[363.2872009277344, 100.28767395019531, 517.3128662109375, 136.48072814941406]]",Processed successfully
307611.pdf,Success,"[395, 612, 0, 178]","[[395.7137145996094, 132.70957946777344, 477.6044616699219, 179.7841796875]]",Processed successfully
307620.pdf,Success,"[375, 612, 0, 167]","[[380.08380126953125, 146.5207977294922, 471.6698913574219, 170.07057189941406], [394.59759521484375, 111.55547332763672, 450.7705383300781, 139.44053649902344]]",Processed successfully
309530.pdf,Failed,"[436, 543, 0, 165]",NA,Signature not detected
310783.pdf,Success,"[363, 610, 0, 167]","[[378.2191467285156, 108.37483215332031, 479.5576477050781, 144.36219787597656], [456.0700378417969, 128.45135498046875, 478.8822326660156, 142.19546508789062]]",Processed successfully
311153.pdf,Success,"[372, 546, 0, 168]","[[399.7219543457031, 13.10323715209961, 422.7813415527344, 19.57889747619629]]",Processed successfully
311538.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
311555.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
312185.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
312349.pdf,Failed,"[373, 543, 0, 165]",NA,Signature not detected
312950.pdf,Failed,"[366, 544, 0, 165]",NA,Signature not detected
313033.pdf,Success,"[365, 543, 0, 163]","[[382.87200927734375, 101.45571899414062, 492.131103515625, 128.02154541015625], [362.57098388671875, 145.9520721435547, 468.35546875, 161.21583557128906]]",Processed successfully
313087.pdf,Success,"[407, 544, 0, 165]","[[405.1883850097656, 108.32705688476562, 500.4862976074219, 133.6488494873047]]",Processed successfully
313353.pdf,Success,"[382, 544, 0, 168]","[[377.4559326171875, 105.06483459472656, 482.8770751953125, 136.6782989501953]]",Processed successfully
313743.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
313867.pdf,Success,"[384, 543, 0, 169]","[[383.9427185058594, 110.40210723876953, 477.6085510253906, 139.69729614257812]]",Processed successfully
314261.pdf,Success,"[334, 538, 0, 148]","[[372.5527648925781, 107.41191101074219, 427.93731689453125, 135.87295532226562]]",Processed successfully
314428.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
317002.pdf,Failed,NA,NAUnexpected error: 'NoneType' object has no attribute 'shape'
317218.pdf,Success,"[376, 543, 0, 167]","[[373.3053894042969, 112.40922546386719, 507.7217712402344, 135.458984375], [391.0525207519531, 155.3115692138672, 481.7939147949219, 167.06570434570312]]",Processed successfully
319752.pdf,Success,"[364, 543, 0, 168]","[[385.2825622558594, 93.52393341064453, 483.00433349609375, 136.7364959716797]]",Processed successfully
319954.pdf,Success,"[377, 541, 0, 166]","[[374.28045654296875, 111.44400024414062, 512.4193725585938, 145.75323486328125]]",Processed successfully
320486.pdf,Failed,"[338, 542, 0, 147]",NA,Signature not detected
320517.pdf,Success,"[328, 544, 0, 148]","[[518.7140502929688, 8.559793472290039, 529.887451171875, 21.739606857299805], [378.9790954589844, 114.14266967773438, 485.6836242675781, 138.52719116210938], [515.5001831054688, 7.712198734283447, 525.9689331054688, 20.428722381591797]]",Processed successfully
320760.pdf,Success,"[399, 612, 0, 169]","[[410.9799499511719, 111.74041748046875, 526.254638671875, 138.33859252929688]]",Processed successfully
321657.pdf,Success,"[366, 543, 0, 165]","[[373.76849365234375, 111.38255310058594, 469.79302978515625, 133.8587646484375]]",Processed successfully
321928.pdf,Success,"[362, 540, 0, 166]","[[435.9621887207031, 115.84288024902344, 497.587646484375, 133.62083435058594], [385.80963134765625, 117.2135238647461, 496.595703125, 142.9127197265625]]",Processed successfully
