PDF File,Status,ROI,Signature_boxError Message
021381.pdf,Success,"[363, 540, 0, 185]","[[2.573598623275757, 31.511198043823242, 20.52688980102539, 85.67768096923828], [41.6251335144043, 79.14546203613281, 81.8976058959961, 121.26091766357422], [38.443538665771484, 24.069931030273438, 160.5365753173828, 59.82720947265625]]",Processed successfully
