PDF File,Status,ROI,Signature_box,Error Message
255002.pdf,Success,"[365, 542, 0, 165]","[[368.62298583984375, 75.42909240722656, 528.0728149414062, 155.631103515625], [367.1601257324219, 147.62655639648438, 395.1352844238281, 163.82315063476562]]",Processed successfully
255065.pdf,Success,"[337, 543, 0, 143]","[[433.7161560058594, 118.77218627929688, 512.0629272460938, 137.83795166015625]]",Processed successfully
255081.pdf,Success,"[373, 542, 0, 167]","[[389.6670837402344, 110.09380340576172, 462.5264892578125, 143.08421325683594], [374.3973083496094, 108.03643798828125, 393.80804443359375, 136.5782928466797], [376.12176513671875, 114.82681274414062, 486.6775817871094, 162.02297973632812], [376.1319885253906, 136.43099975585938, 492.4076232910156, 165.8675537109375], [372.3605041503906, 135.28634643554688, 484.4541015625, 167.00877380371094]]",Processed successfully
255106.pdf,Success,"[378, 542, 0, 166]","[[377.795166015625, 107.57518005371094, 441.8943176269531, 132.80645751953125]]",Processed successfully
255234.pdf,Success,"[380, 543, 0, 164]","[[380.84014892578125, 111.25553131103516, 518.8626098632812, 135.12753295898438]]",Processed successfully
255269.pdf,Success,"[375, 552, 0, 164]","[[391.3320007324219, 112.07035827636719, 478.4764709472656, 132.54994201660156]]",Processed successfully
255279.pdf,Success,"[364, 543, 0, 195]","[[391.2538757324219, 138.0680389404297, 517.441162109375, 162.23992919921875]]",Processed successfully
255378.pdf,Success,"[374, 544, 0, 166]","[[374.6504821777344, 113.17391204833984, 482.9717712402344, 140.46530151367188]]",Processed successfully
255565.pdf,Success,"[365, 544, 0, 164]","[[397.3212585449219, 113.46189880371094, 492.95672607421875, 134.4815673828125]]",Processed successfully
255597.pdf,Success,"[363, 542, 0, 164]","[[375.3638610839844, 108.02437591552734, 434.553955078125, 135.5167236328125], [461.4338073730469, 102.84075927734375, 516.4556274414062, 135.42800903320312]]",Processed successfully
255605.pdf,Success,"[401, 612, 0, 169]","[[404.9787902832031, 107.31824493408203, 563.7565307617188, 139.06781005859375]]",Processed successfully
255641.pdf,Success,"[366, 543, 0, 170]","[[365.6279296875, 115.70885467529297, 407.3720397949219, 140.2794189453125], [434.9908142089844, 118.310302734375, 496.6447448730469, 135.70822143554688]]",Processed successfully
255699.pdf,Success,"[366, 545, 0, 167]","[[385.1986389160156, 105.64515686035156, 456.54962158203125, 136.19424438476562]]",Processed successfully
255779.pdf,Success,"[367, 546, 0, 164]","[[377.30450439453125, 99.54170989990234, 500.0199279785156, 133.93667602539062], [371.6412353515625, 145.21351623535156, 483.4206848144531, 162.55255126953125]]",Processed successfully
255793.pdf,Success,"[380, 546, 0, 164]","[[379.4015808105469, 103.91732788085938, 502.93798828125, 134.25193786621094], [380.17120361328125, 132.0619659423828, 509.6715393066406, 162.8372344970703]]",Processed successfully
255851.pdf,Success,"[340, 545, 0, 142]","[[433.15478515625, 111.38373565673828, 500.35687255859375, 129.97410583496094]]",Processed successfully
255875.pdf,Success,"[363, 539, 0, 163]","[[423.5221862792969, 136.13499450683594, 501.3824768066406, 163.74710083007812]]",Processed successfully
255887.pdf,Success,"[334, 543, 0, 142]","[[431.598388671875, 109.29325866699219, 497.7311096191406, 132.0618438720703]]",Processed successfully
255897.pdf,Success,"[366, 544, 0, 165]","[[386.4473571777344, 123.63825988769531, 491.8941650390625, 165.1002960205078], [382.11541748046875, 106.6170425415039, 465.135986328125, 134.77003479003906], [383.5009460449219, 110.21302795410156, 415.69903564453125, 134.7867431640625], [383.7311096191406, 126.3333511352539, 491.1370544433594, 163.88800048828125]]",Processed successfully
255923.pdf,Success,"[365, 544, 0, 163]","[[467.5240783691406, 107.0958251953125, 535.4067993164062, 142.4014892578125], [365.3975830078125, 11.627370834350586, 495.6103210449219, 113.84200286865234]]",Processed successfully
255964.pdf,Success,"[365, 543, 0, 169]","[[400.9725646972656, 112.1233139038086, 461.247802734375, 136.88616943359375], [372.6514587402344, 120.58201599121094, 391.17010498046875, 136.03555297851562]]",Processed successfully
255979.pdf,Success,"[364, 543, 0, 161]","[[373.09539794921875, 96.19019317626953, 481.6970520019531, 130.10293579101562]]",Processed successfully
256105.pdf,Success,"[443, 545, 0, 165]","[[444.04400634765625, 109.47913360595703, 510.53790283203125, 136.73724365234375], [443.6256103515625, 23.56109046936035, 469.6183776855469, 48.859230041503906]]",Processed successfully
256158.pdf,Success,"[366, 545, 0, 167]","[[419.2961730957031, 17.790042877197266, 520.3990478515625, 109.03376007080078]]",Processed successfully
256205.pdf,Success,"[339, 543, 0, 144]","[[430.7095031738281, 107.7198486328125, 505.96337890625, 132.8075714111328], [432.64691162109375, 105.64872741699219, 454.2700500488281, 129.19390869140625]]",Processed successfully
256236.pdf,Success,"[368, 549, 0, 166]","[[368.6236267089844, 108.75167846679688, 482.29876708984375, 136.9835662841797], [369.0517578125, 135.50733947753906, 487.7531433105469, 164.9249725341797]]",Processed successfully
256329.pdf,Success,"[375, 541, 0, 168]","[[378.4115295410156, 111.8228988647461, 497.88861083984375, 140.7490234375]]",Processed successfully
256333.pdf,Success,"[365, 544, 0, 165]","[[371.38873291015625, 103.98706817626953, 495.395263671875, 133.4965362548828]]",Processed successfully
256593.pdf,Success,"[333, 546, 0, 146]","[[364.09814453125, 115.93079376220703, 413.3332824707031, 133.93704223632812], [369.4263610839844, 106.00202941894531, 499.5359191894531, 134.892822265625]]",Processed successfully
256597.pdf,Success,"[368, 546, 0, 167]","[[378.4916076660156, 88.0572280883789, 472.72442626953125, 138.6920166015625]]",Processed successfully
256684.pdf,Success,"[366, 545, 0, 165]","[[393.30914306640625, 102.66362762451172, 504.5208435058594, 135.8695526123047]]",Processed successfully
256766.pdf,Success,"[364, 543, 0, 165]","[[414.77374267578125, 117.40916442871094, 444.05853271484375, 129.65341186523438]]",Processed successfully
257010.pdf,Success,"[374, 543, 0, 163]","[[374.665771484375, 102.99220275878906, 505.83294677734375, 150.3509521484375], [374.40203857421875, 106.41600036621094, 447.63519287109375, 140.6822509765625]]",Processed successfully
257115.pdf,Success,"[334, 542, 0, 151]","[[357.3107604980469, 120.51544189453125, 428.3240051269531, 139.44354248046875], [436.14111328125, 113.62810516357422, 505.1298828125, 137.7840118408203], [360.6342468261719, 113.22486114501953, 499.7877197265625, 139.288330078125]]",Processed successfully
257193.pdf,Success,"[423, 612, 0, 166]","[[425.3076477050781, 108.79381561279297, 517.0057373046875, 141.57406616210938]]",Processed successfully
257267.pdf,Success,"[365, 543, 0, 163]","[[407.0060729980469, 109.09646606445312, 507.51470947265625, 136.120361328125], [373.74749755859375, 148.97117614746094, 458.5221862792969, 164.31649780273438]]",Processed successfully
257270.pdf,Success,"[371, 552, 0, 169]","[[390.1092224121094, 117.38317108154297, 502.7719421386719, 139.2904815673828]]",Processed successfully
257381.pdf,Success,"[367, 556, 0, 164]","[[367.66009521484375, 100.22282409667969, 515.3912963867188, 137.52403259277344]]",Processed successfully
257429.pdf,Success,"[372, 539, 0, 164]","[[372.8670959472656, 110.77244567871094, 511.6070861816406, 137.2991180419922]]",Processed successfully
257583.pdf,Success,"[366, 545, 0, 165]","[[431.07916259765625, 116.82328033447266, 528.56494140625, 146.48696899414062], [483.0614013671875, 151.6494598388672, 545.0, 165.64468383789062]]",Processed successfully
257700.pdf,Success,"[364, 545, 0, 164]","[[391.3551940917969, 115.98820495605469, 487.51904296875, 136.13462829589844], [362.0439453125, 3.0485341548919678, 493.8434143066406, 21.137773513793945]]",Processed successfully
257766.pdf,Success,"[363, 542, 0, 164]","[[404.3210144042969, 110.08194732666016, 459.41265869140625, 130.88479614257812]]",Processed successfully
257928.pdf,Success,"[337, 543, 0, 143]","[[506.46246337890625, 103.7562255859375, 534.4571533203125, 132.4534149169922]]",Processed successfully
257932.pdf,Success,"[372, 543, 0, 166]","[[370.5344543457031, 127.98818969726562, 525.6343994140625, 162.88772583007812], [377.9532470703125, 120.16309356689453, 509.22308349609375, 140.2479705810547]]",Processed successfully
257960.pdf,Success,"[385, 552, 0, 161]","[[383.8750305175781, 113.13107299804688, 518.6939697265625, 133.21554565429688]]",Processed successfully
258170.pdf,Success,"[375, 550, 0, 167]","[[373.679443359375, 101.03999328613281, 494.41796875, 137.55723571777344]]",Processed successfully
258258.pdf,Success,"[399, 612, 0, 168]","[[451.051025390625, 124.4927978515625, 482.55694580078125, 137.25131225585938]]",Processed successfully
258305.pdf,Success,"[383, 542, 0, 166]","[[382.31927490234375, 7.6183695793151855, 505.5484924316406, 121.4982681274414], [425.9520568847656, 118.6331558227539, 479.20574951171875, 135.63687133789062]]",Processed successfully
258366.pdf,Success,"[356, 610, 0, 165]","[[382.29705810546875, 105.86356353759766, 507.9012451171875, 143.1027069091797], [421.8926086425781, 151.04661560058594, 447.5749206542969, 166.5103302001953]]",Processed successfully
258493.pdf,Success,"[412, 610, 0, 187]","[[417.818115234375, 139.43687438964844, 530.058837890625, 161.9460906982422]]",Processed successfully
258509.pdf,Success,"[365, 545, 0, 166]","[[378.2700500488281, 95.68936157226562, 483.237060546875, 129.0197296142578]]",Processed successfully
258653.pdf,Success,"[338, 543, 0, 146]","[[451.50433349609375, 21.579015731811523, 477.2394104003906, 44.060028076171875]]",Processed successfully
258656.pdf,Success,"[365, 543, 0, 167]","[[375.32244873046875, 84.95557403564453, 516.1257934570312, 154.6858673095703]]",Processed successfully
258706.pdf,Success,"[514, 610, 0, 186]","[[516.7643432617188, 129.01620483398438, 573.8094482421875, 160.34388732910156]]",Processed successfully
258914.pdf,Success,"[368, 546, 0, 163]","[[384.77825927734375, 109.96541595458984, 483.6704406738281, 136.19366455078125]]",Processed successfully
258954.pdf,Success,"[495, 612, 0, 169]","[[495.31121826171875, 124.1036605834961, 550.445068359375, 142.59754943847656]]",Processed successfully
258996.pdf,Success,"[367, 546, 0, 168]","[[382.868408203125, 119.52527618408203, 478.6513671875, 134.706298828125]]",Processed successfully
259060.pdf,Success,"[363, 542, 0, 162]","[[361.7743835449219, 96.11398315429688, 514.9415893554688, 135.37730407714844]]",Processed successfully
259099.pdf,Success,"[364, 542, 0, 168]","[[432.5992736816406, 110.64095306396484, 508.0580139160156, 142.89495849609375], [381.1560974121094, 114.07322692871094, 427.4620056152344, 135.2199249267578], [388.74700927734375, 45.98506164550781, 497.3684997558594, 72.24317932128906]]",Processed successfully
259124.pdf,Success,"[364, 543, 0, 164]","[[391.0333557128906, 114.34002685546875, 462.42852783203125, 133.50787353515625]]",Processed successfully
259173.pdf,Success,"[375, 506, 0, 166]","[[384.52801513671875, 120.24317169189453, 472.06219482421875, 147.5929412841797]]",Processed successfully
259281.pdf,Success,"[364, 545, 0, 165]","[[365.4674072265625, 89.665771484375, 488.0122985839844, 160.67071533203125], [368.96478271484375, 142.39500427246094, 468.4392395019531, 165.26002502441406]]",Processed successfully
259293.pdf,Success,"[363, 540, 0, 168]","[[441.04278564453125, 20.752355575561523, 470.35418701171875, 46.282588958740234], [372.14239501953125, 121.6631088256836, 421.5626525878906, 140.548828125], [377.7420349121094, 118.72203826904297, 484.12158203125, 139.38616943359375]]",Processed successfully
259333.pdf,Success,"[361, 539, 0, 165]","[[387.38128662109375, 120.83444213867188, 489.318603515625, 140.8391571044922]]",Processed successfully
259515.pdf,Success,"[364, 545, 0, 163]","[[382.02349853515625, 104.8636245727539, 475.9153137207031, 134.49960327148438]]",Processed successfully
259521.pdf,Success,"[337, 543, 0, 142]","[[443.2915954589844, 104.86299896240234, 501.7880554199219, 133.90399169921875], [363.1263427734375, 105.46037292480469, 437.08599853515625, 135.82936096191406]]",Processed successfully
259525.pdf,Success,"[397, 543, 0, 169]","[[398.277587890625, 118.68695831298828, 479.8550720214844, 144.5596160888672]]",Processed successfully
259548.pdf,Success,"[366, 545, 0, 168]","[[373.5276184082031, 82.34352111816406, 533.620849609375, 141.2368927001953], [375.6617126464844, 91.4494857788086, 451.59844970703125, 142.75811767578125]]",Processed successfully
259692.pdf,Success,"[376, 541, 0, 172]","[[375.9602966308594, 101.67772674560547, 489.6550598144531, 142.24501037597656]]",Processed successfully
260006.pdf,Success,"[361, 549, 0, 167]","[[399.0934143066406, 99.2140121459961, 501.32183837890625, 136.67080688476562], [360.35516357421875, 133.21310424804688, 463.70574951171875, 167.07640075683594], [359.7886657714844, 135.8654327392578, 462.265380859375, 166.30296325683594]]",Processed successfully
260083.pdf,Success,"[337, 541, 0, 145]","[[370.0629577636719, 110.28038024902344, 479.24908447265625, 134.34613037109375]]",Processed successfully
260209.pdf,Success,"[380, 544, 0, 166]","[[476.0673522949219, 18.082672119140625, 501.5395812988281, 43.391815185546875], [404.5054016113281, 116.76266479492188, 467.5792236328125, 135.5693359375]]",Processed successfully
260289.pdf,Success,"[363, 542, 0, 167]","[[463.11895751953125, 104.2676773071289, 530.0311279296875, 143.20103454589844], [389.6854248046875, 107.86783599853516, 457.3955383300781, 140.12278747558594], [397.48016357421875, 102.72135925292969, 515.6163940429688, 142.2135772705078]]",Processed successfully
260505.pdf,Success,"[373, 543, 0, 165]","[[373.2201843261719, 73.39004516601562, 505.28521728515625, 154.22061157226562]]",Processed successfully
260698.pdf,Success,"[381, 610, 0, 159]","[[413.7383728027344, 78.03230285644531, 494.2419738769531, 142.0553741455078]]",Processed successfully
260970.pdf,Success,"[359, 537, 0, 163]","[[443.2522277832031, 106.84967803955078, 529.0358276367188, 149.0816650390625], [371.85272216796875, 107.76773071289062, 432.14581298828125, 134.77420043945312]]",Processed successfully
261112.pdf,Success,"[358, 543, 0, 167]","[[362.04632568359375, 116.14403533935547, 466.43975830078125, 164.8639373779297], [428.5454406738281, 116.61353302001953, 504.2344055175781, 143.4977264404297]]",Processed successfully
261138.pdf,Success,"[362, 543, 0, 166]","[[386.55035400390625, 120.17511749267578, 442.8631591796875, 140.91229248046875], [431.47515869140625, 153.85581970214844, 466.9517822265625, 167.45956420898438]]",Processed successfully
261207.pdf,Success,"[378, 543, 0, 168]","[[377.1282653808594, 134.0015106201172, 494.5784606933594, 164.34803771972656]]",Processed successfully
261325.pdf,Success,"[366, 544, 0, 166]","[[398.5883483886719, 103.68595886230469, 476.8408203125, 149.34898376464844], [414.8824462890625, 153.08656311035156, 454.83758544921875, 167.22596740722656], [367.4884948730469, 109.69821166992188, 411.3131103515625, 139.05337524414062]]",Processed successfully
261339.pdf,Success,"[333, 610, 0, 148]","[[480.13323974609375, 131.30841064453125, 526.7180786132812, 150.19248962402344]]",Processed successfully
261423.pdf,Success,"[364, 543, 0, 169]","[[402.9024963378906, 98.71134185791016, 475.46136474609375, 134.68421936035156]]",Processed successfully
261509.pdf,Success,"[375, 542, 0, 165]","[[374.4464111328125, 110.18601989746094, 488.1542053222656, 140.29942321777344], [513.0958251953125, 19.422380447387695, 531.6654052734375, 50.459800720214844]]",Processed successfully
261766.pdf,Success,"[384, 542, 0, 167]","[[392.1944580078125, 118.99427795410156, 451.3382263183594, 137.38381958007812]]",Processed successfully
261874.pdf,Success,"[382, 544, 0, 166]","[[384.3765563964844, 123.79682922363281, 511.68646240234375, 144.2729949951172]]",Processed successfully
261944.pdf,Success,"[360, 540, 0, 165]","[[375.864990234375, 92.81353759765625, 495.35394287109375, 167.2469024658203]]",Processed successfully
261964.pdf,Success,"[438, 612, 0, 169]","[[437.74822998046875, 126.21134948730469, 511.7479553222656, 153.98529052734375]]",Processed successfully
262016.pdf,Success,"[450, 612, 0, 171]","[[450.5063171386719, 121.45144653320312, 551.803466796875, 157.39956665039062]]",Processed successfully
262093.pdf,Success,"[377, 610, 0, 158]","[[403.10955810546875, 105.76890563964844, 488.9659118652344, 125.81522369384766], [385.0616455078125, 146.27761840820312, 399.4355163574219, 159.5172882080078]]",Processed successfully
262127.pdf,Success,"[366, 545, 0, 167]","[[376.590087890625, 103.13285827636719, 434.7689208984375, 137.43589782714844], [431.6667785644531, 100.9944839477539, 517.1011352539062, 135.67393493652344]]",Processed successfully
262273.pdf,Success,"[364, 542, 0, 167]","[[364.4831237792969, 103.94686889648438, 515.5464477539062, 139.7994842529297], [365.5926513671875, 110.9773178100586, 443.20660400390625, 134.87916564941406]]",Processed successfully
262389.pdf,Success,"[331, 539, 0, 147]","[[465.58587646484375, 114.04801177978516, 516.941650390625, 142.75918579101562], [364.8719787597656, 113.18382263183594, 514.3059692382812, 138.2181396484375]]",Processed successfully
262505.pdf,Success,"[363, 543, 0, 166]","[[456.3273620605469, 105.830078125, 523.1578979492188, 132.65560913085938]]",Processed successfully
262513.pdf,Success,"[366, 547, 0, 166]","[[413.3304138183594, 115.14434051513672, 481.9006652832031, 141.8431854248047]]",Processed successfully
262519.pdf,Success,"[374, 543, 0, 166]","[[439.2879943847656, 113.28148651123047, 498.03466796875, 134.59817504882812], [375.22723388671875, 114.35396575927734, 429.7626647949219, 135.07444763183594]]",Processed successfully
262688.pdf,Success,"[361, 538, 0, 165]","[[388.91259765625, 104.3555908203125, 477.1593322753906, 137.2200164794922], [378.3914794921875, 152.6186065673828, 452.5119934082031, 166.00938415527344]]",Processed successfully
262871.pdf,Success,"[418, 612, 0, 178]","[[416.5856018066406, 126.1714859008789, 520.069091796875, 179.2270050048828]]",Processed successfully
262936.pdf,Success,"[339, 543, 0, 146]","[[346.2828674316406, 132.94754028320312, 372.99664306640625, 151.2295684814453]]",Processed successfully
262948.pdf,Success,"[408, 541, 0, 167]","[[416.14239501953125, 105.71578216552734, 497.8345642089844, 135.3258056640625], [416.27166748046875, 108.01263427734375, 498.6382141113281, 134.95758056640625]]",Processed successfully
263140.pdf,Success,"[364, 542, 0, 170]","[[380.4990234375, 122.77220916748047, 501.3019104003906, 147.26553344726562], [365.04229736328125, 7.94143533706665, 452.2133483886719, 24.65281105041504]]",Processed successfully
263375.pdf,Success,"[391, 549, 0, 167]","[[392.5527648925781, 109.62002563476562, 444.2234802246094, 135.88897705078125]]",Processed successfully
263391.pdf,Success,"[400, 612, 0, 169]","[[425.3037109375, 126.63310241699219, 493.19158935546875, 144.66468811035156]]",Processed successfully
263690.pdf,Success,"[377, 543, 0, 166]","[[377.4297790527344, 112.43854522705078, 439.3562316894531, 142.26141357421875], [460.7777404785156, 109.88884735107422, 525.477294921875, 145.2331085205078]]",Processed successfully
263781.pdf,Success,"[405, 612, 0, 170]","[[404.43939208984375, 113.2162094116211, 553.1077880859375, 142.40391540527344]]",Processed successfully
263896.pdf,Success,"[330, 610, 0, 147]","[[401.7978515625, 107.34027862548828, 507.34600830078125, 136.49147033691406]]",Processed successfully
264095.pdf,Success,"[407, 610, 0, 190]","[[423.0148010253906, 140.9535369873047, 478.9022521972656, 157.21054077148438]]",Processed successfully
264978.pdf,Success,"[362, 543, 0, 163]","[[388.2425231933594, 98.27940368652344, 525.767333984375, 161.8661651611328], [414.89422607421875, 97.19271087646484, 530.8919677734375, 163.34812927246094], [367.25762939453125, 102.6357650756836, 438.9409484863281, 148.66168212890625], [382.7557373046875, 130.34771728515625, 487.4111633300781, 162.6370086669922]]",Processed successfully
264990.pdf,Success,"[337, 543, 0, 144]","[[446.3430480957031, 100.12521362304688, 522.9874877929688, 137.6080322265625], [374.7802429199219, 116.4489974975586, 428.5137634277344, 131.1529998779297], [349.89947509765625, 105.70618438720703, 398.1872253417969, 128.2171173095703], [355.1558532714844, 104.16018676757812, 425.7219543457031, 131.4776611328125]]",Processed successfully
265085.pdf,Success,"[339, 542, 0, 142]","[[364.3226318359375, 106.7754898071289, 437.9549255371094, 131.53318786621094]]",Processed successfully
265161.pdf,Success,"[365, 539, 0, 147]","[[413.21160888671875, 98.13675689697266, 481.0060729980469, 116.57685852050781]]",Processed successfully
265187.pdf,Success,"[365, 542, 0, 165]","[[379.7105407714844, 113.6659927368164, 402.5458068847656, 138.1308135986328]]",Processed successfully
265291.pdf,Success,"[363, 546, 0, 166]","[[388.9761962890625, 103.49483489990234, 468.35308837890625, 136.8483428955078]]",Processed successfully
265305.pdf,Success,"[363, 542, 0, 164]","[[394.1031188964844, 112.01715850830078, 486.38311767578125, 137.07769775390625]]",Processed successfully
265317.pdf,Success,"[363, 543, 0, 165]","[[427.01324462890625, 110.42990112304688, 487.0836181640625, 134.3853302001953], [381.6101379394531, 105.23614501953125, 416.514404296875, 133.74066162109375]]",Processed successfully
265393.pdf,Success,"[407, 610, 0, 190]","[[441.4635925292969, 130.52035522460938, 481.1435241699219, 159.5841827392578]]",Processed successfully
265417.pdf,Success,"[366, 545, 0, 165]","[[380.62420654296875, 114.07442474365234, 465.2867431640625, 131.85719299316406]]",Processed successfully
265431.pdf,Success,"[440, 543, 0, 164]","[[442.0682067871094, 110.30753326416016, 512.5616455078125, 135.98971557617188], [441.5719909667969, 138.73765563964844, 470.4004821777344, 162.40235900878906]]",Processed successfully
265602.pdf,Success,"[339, 544, 0, 144]","[[376.22210693359375, 113.89596557617188, 508.36676025390625, 142.1302490234375]]",Processed successfully
265614.pdf,Success,"[365, 543, 0, 165]","[[380.9595947265625, 107.66322326660156, 478.8889465332031, 142.6262664794922]]",Processed successfully
265686.pdf,Success,"[364, 543, 0, 165]","[[373.53009033203125, 110.19449615478516, 500.47247314453125, 138.15554809570312]]",Processed successfully
265934.pdf,Success,"[363, 542, 0, 167]","[[417.07818603515625, 7.951354503631592, 519.9227905273438, 108.8904800415039]]",Processed successfully
266031.pdf,Success,"[361, 540, 0, 166]","[[362.11419677734375, 115.98454284667969, 422.67584228515625, 132.65377807617188], [427.78863525390625, 110.47400665283203, 511.3936767578125, 129.84756469726562]]",Processed successfully
266037.pdf,Success,"[366, 546, 0, 166]","[[374.2465515136719, 133.35995483398438, 486.33331298828125, 153.2537384033203], [420.36285400390625, 115.68232727050781, 483.79083251953125, 136.55996704101562]]",Processed successfully
266083.pdf,Success,"[369, 547, 0, 165]","[[379.3808898925781, 112.01786804199219, 489.8409729003906, 137.16836547851562]]",Processed successfully
266197.pdf,Success,"[339, 543, 0, 143]","[[365.5855712890625, 117.11810302734375, 444.4361267089844, 134.49984741210938]]",Processed successfully
266240.pdf,Success,"[363, 541, 0, 165]","[[383.9664001464844, 117.36881256103516, 520.997802734375, 142.73828125]]",Processed successfully
266351.pdf,Success,"[373, 543, 0, 166]","[[374.28277587890625, 110.20621490478516, 451.9152526855469, 132.1375274658203]]",Processed successfully
266433.pdf,Success,"[436, 545, 0, 166]","[[438.25689697265625, 109.60941314697266, 515.7550659179688, 135.17144775390625]]",Processed successfully
266487.pdf,Success,"[414, 612, 0, 169]","[[414.0931396484375, 114.60228729248047, 561.5799560546875, 138.24325561523438]]",Processed successfully
266519.pdf,Success,"[363, 541, 0, 167]","[[388.6377868652344, 109.75181579589844, 535.1854248046875, 137.6763153076172]]",Processed successfully
266560.pdf,Success,"[376, 543, 0, 165]","[[518.505126953125, 11.500556945800781, 541.720947265625, 107.93171691894531]]",Processed successfully
266684.pdf,Success,"[373, 543, 0, 168]","[[374.31683349609375, 121.7218246459961, 511.22479248046875, 140.9025115966797]]",Processed successfully
266690.pdf,Success,"[360, 540, 0, 165]","[[367.3930358886719, 107.7999496459961, 524.0760498046875, 135.130859375], [433.8934326171875, 143.53329467773438, 540.0, 166.1865692138672]]",Processed successfully
266841.pdf,Success,"[340, 542, 0, 144]","[[369.9339599609375, 103.02464294433594, 477.9394836425781, 133.5548553466797]]",Processed successfully
266871.pdf,Success,"[481, 544, 0, 176]","[[481.4766540527344, 111.007568359375, 535.4439086914062, 162.42970275878906]]",Processed successfully
266886.pdf,Success,"[398, 543, 0, 165]","[[399.1222229003906, 111.31770324707031, 505.58355712890625, 132.9241180419922]]",Processed successfully
266956.pdf,Success,"[376, 543, 0, 166]","[[376.3222961425781, 118.36968994140625, 415.4287109375, 134.3810272216797], [417.1075744628906, 103.40640258789062, 518.2318725585938, 162.2762451171875]]",Processed successfully
267069.pdf,Success,"[367, 545, 0, 164]","[[382.28155517578125, 107.96954345703125, 467.1820983886719, 135.73805236816406]]",Processed successfully
267075.pdf,Success,"[327, 546, 0, 146]","[[441.673828125, 112.80207061767578, 496.7075500488281, 134.09939575195312], [377.9641418457031, 110.73222351074219, 462.9761047363281, 143.2904815673828]]",Processed successfully
267240.pdf,Success,"[363, 543, 0, 163]","[[386.2901611328125, 102.59107971191406, 473.92840576171875, 131.2077178955078]]",Processed successfully
267293.pdf,Success,"[339, 545, 0, 144]","[[440.6449279785156, 105.1056137084961, 530.42529296875, 134.6841278076172], [364.89404296875, 107.14802551269531, 436.3614501953125, 132.655029296875]]",Processed successfully
267454.pdf,Success,"[366, 545, 0, 168]","[[443.0724792480469, 111.64236450195312, 509.0760498046875, 143.51214599609375]]",Processed successfully
267533.pdf,Success,"[422, 543, 0, 159]","[[421.8829650878906, 91.69754791259766, 498.9493408203125, 128.85665893554688]]",Processed successfully
267581.pdf,Success,"[337, 543, 0, 144]","[[378.521728515625, 108.79466247558594, 489.5408935546875, 138.41259765625], [378.8293762207031, 110.17706298828125, 449.8323059082031, 131.03321838378906]]",Processed successfully
267597.pdf,Success,"[339, 544, 0, 143]","[[365.5304870605469, 116.7241439819336, 491.3072204589844, 137.11671447753906]]",Processed successfully
267775.pdf,Success,"[365, 543, 0, 167]","[[418.64874267578125, 22.009944915771484, 454.189208984375, 49.156307220458984], [364.2180480957031, 133.0510711669922, 499.6012878417969, 165.4095458984375]]",Processed successfully
267835.pdf,Success,"[365, 543, 0, 163]","[[371.946533203125, 104.6403579711914, 491.1579284667969, 133.94256591796875]]",Processed successfully
267847.pdf,Success,"[388, 554, 0, 167]","[[424.9866638183594, 112.6651840209961, 526.3185424804688, 141.95477294921875], [388.3633728027344, 98.93094635009766, 410.3561706542969, 134.59451293945312]]",Processed successfully
267865.pdf,Success,"[388, 542, 0, 167]","[[409.4037170410156, 110.55674743652344, 480.0654602050781, 133.59422302246094]]",Processed successfully
267880.pdf,Success,"[365, 543, 0, 165]","[[366.05010986328125, 117.68251037597656, 453.198974609375, 155.2751922607422]]",Processed successfully
267984.pdf,Success,"[328, 544, 0, 147]","[[364.76220703125, 116.97724914550781, 485.1921691894531, 142.1719512939453]]",Processed successfully
268136.pdf,Success,"[367, 543, 0, 167]","[[368.8503723144531, 108.1990737915039, 462.61944580078125, 136.34243774414062]]",Processed successfully
268372.pdf,Success,"[364, 542, 0, 167]","[[383.4512939453125, 103.20765686035156, 520.0924682617188, 158.26222229003906], [445.2359924316406, 101.49101257324219, 517.7905883789062, 154.25112915039062]]",Processed successfully
268409.pdf,Success,"[366, 545, 0, 168]","[[380.287841796875, 115.05900573730469, 478.054443359375, 135.80751037597656]]",Processed successfully
268423.pdf,Success,"[337, 544, 0, 147]","[[368.83001708984375, 112.50037384033203, 515.0430297851562, 137.90357971191406]]",Processed successfully
268445.pdf,Success,"[338, 543, 0, 146]","[[436.89007568359375, 113.76651763916016, 505.7391052246094, 135.68580627441406], [367.4312438964844, 122.73906707763672, 424.326171875, 144.58920288085938]]",Processed successfully
268478.pdf,Success,"[366, 544, 0, 166]","[[379.2120361328125, 111.47616577148438, 482.0715637207031, 135.73497009277344]]",Processed successfully
268493.pdf,Success,"[365, 544, 0, 164]","[[397.2786560058594, 112.49200439453125, 481.0171813964844, 132.16064453125]]",Processed successfully
268499.pdf,Success,"[365, 544, 0, 167]","[[405.34576416015625, 109.0885009765625, 508.8444519042969, 136.2898712158203]]",Processed successfully
268569.pdf,Success,"[378, 548, 0, 168]","[[397.6200256347656, 116.85523986816406, 438.8941650390625, 137.0058135986328]]",Processed successfully
268712.pdf,Success,"[340, 544, 0, 147]","[[378.8019714355469, 21.68520736694336, 536.6019897460938, 118.10614776611328]]",Processed successfully
268844.pdf,Success,"[364, 543, 0, 165]","[[369.5186767578125, 135.98214721679688, 396.80657958984375, 161.57933044433594], [376.9985656738281, 134.61741638183594, 494.0981140136719, 160.96994018554688], [367.3537292480469, 101.43987274169922, 515.0807495117188, 134.934814453125]]",Processed successfully
