PDF File,Status,ROI,Signature_box,Error Message
278727.pdf,Success,"[378, 549, 0, 170]","[[378.9619445800781, 120.95247650146484, 450.5555725097656, 142.83642578125], [381.3779602050781, 119.94535064697266, 527.40673828125, 141.56988525390625]]",Processed successfully
278745.pdf,Success,"[377, 543, 0, 163]","[[378.4512939453125, 110.91698455810547, 482.2023010253906, 135.95217895507812]]",Processed successfully
278805.pdf,Success,"[337, 548, 0, 149]","[[368.5780029296875, 114.61112976074219, 526.4979248046875, 139.18505859375], [482.4993591308594, 23.277753829956055, 502.7832946777344, 45.430213928222656]]",Processed successfully
279010.pdf,Success,"[371, 539, 0, 168]","[[372.3620910644531, 114.96308135986328, 474.42767333984375, 135.4202423095703]]",Processed successfully
279016.pdf,Success,"[388, 543, 0, 165]","[[390.28375244140625, 112.26344299316406, 503.6760559082031, 137.35931396484375], [391.9742736816406, 120.9786148071289, 439.3247985839844, 136.599853515625]]",Processed successfully
279138.pdf,Success,"[310, 610, 0, 134]","[[348.4654846191406, 100.2051773071289, 421.228759765625, 122.2199935913086]]",Processed successfully
279158.pdf,Success,"[423, 612, 0, 202]","[[428.7115173339844, 146.56402587890625, 518.4861450195312, 195.30319213867188]]",Processed successfully
279243.pdf,Success,"[357, 543, 0, 166]","[[358.83941650390625, 109.31526184082031, 502.2797546386719, 140.97433471679688], [373.06011962890625, 120.13977813720703, 501.11029052734375, 137.56353759765625], [357.3597412109375, 36.412994384765625, 366.0379943847656, 45.27001190185547], [358.81500244140625, 108.9471206665039, 402.5937805175781, 141.7732391357422]]",Processed successfully
279246.pdf,Success,"[367, 542, 0, 165]","[[417.228271484375, 114.37985229492188, 454.89788818359375, 132.2644500732422]]",Processed successfully
279293.pdf,Success,"[388, 543, 0, 166]","[[387.6179504394531, 19.050031661987305, 516.3960571289062, 117.54283142089844], [479.66680908203125, 116.37947082519531, 505.2672119140625, 141.58978271484375]]",Processed successfully
279297.pdf,Success,"[369, 543, 0, 168]","[[385.6653747558594, 111.32772827148438, 512.7611083984375, 137.1092987060547], [377.2584228515625, 147.92880249023438, 417.3058776855469, 168.9093017578125]]",Processed successfully
279531.pdf,Success,"[323, 545, 0, 145]","[[367.9775695800781, 114.5514144897461, 425.8701477050781, 138.17535400390625]]",Processed successfully
279593.pdf,Success,"[371, 552, 0, 198]","[[379.4266357421875, 138.00621032714844, 539.4810791015625, 169.82595825195312], [381.5386962890625, 140.3551483154297, 445.0403747558594, 168.61602783203125]]",Processed successfully
279597.pdf,Success,"[369, 544, 0, 166]","[[368.2154541015625, 106.88729858398438, 542.2998657226562, 136.1304168701172]]",Processed successfully
279611.pdf,Success,"[378, 543, 0, 164]","[[381.46832275390625, 117.50991821289062, 435.8141174316406, 134.42263793945312], [379.0492858886719, 128.32643127441406, 521.1768798828125, 163.7079620361328], [377.638916015625, 127.05474853515625, 522.3046264648438, 163.3518524169922]]",Processed successfully
279674.pdf,Success,"[365, 541, 0, 164]","[[367.9313049316406, 103.73860931396484, 434.9411315917969, 134.32286071777344], [365.0281677246094, 115.61907958984375, 536.8056640625, 160.86952209472656]]",Processed successfully
279733.pdf,Success,"[339, 544, 0, 145]","[[447.22479248046875, 116.75508880615234, 535.101806640625, 136.8840789794922]]",Processed successfully
279736.pdf,Success,"[367, 545, 0, 169]","[[484.1650695800781, 93.52549743652344, 533.198974609375, 139.2340545654297], [453.6751403808594, 102.69290924072266, 493.5467224121094, 138.06285095214844], [393.38201904296875, 99.9144515991211, 528.2969360351562, 137.93153381347656]]",Processed successfully
279778.pdf,Success,"[336, 541, 0, 147]","[[457.3273620605469, 112.30242919921875, 520.70654296875, 132.88876342773438]]",Processed successfully
279920.pdf,Success,"[373, 549, 0, 164]","[[371.9900817871094, 105.240478515625, 512.2904052734375, 142.958740234375]]",Processed successfully
280025.pdf,Success,"[366, 544, 0, 166]","[[366.51617431640625, 136.0990753173828, 484.1443176269531, 165.76544189453125], [367.90338134765625, 100.89031219482422, 529.1842651367188, 136.27210998535156], [366.16363525390625, 139.08534240722656, 424.982666015625, 164.57754516601562], [367.7193298339844, 106.23402404785156, 502.1293029785156, 157.26690673828125]]",Processed successfully
280193.pdf,Success,"[367, 543, 0, 165]","[[445.02880859375, 114.93608093261719, 514.893310546875, 132.61375427246094], [369.5162048339844, 114.13726043701172, 433.3980407714844, 132.48233032226562]]",Processed successfully
280267.pdf,Success,"[371, 542, 0, 162]","[[372.9824523925781, 110.3868408203125, 499.9685363769531, 130.09878540039062]]",Processed successfully
280281.pdf,Success,"[379, 546, 0, 166]","[[378.4725341796875, 111.0893325805664, 483.9176330566406, 136.40943908691406], [380.9426574707031, 136.42503356933594, 522.6878662109375, 165.05508422851562]]",Processed successfully
280299.pdf,Success,"[369, 546, 0, 160]","[[376.5348205566406, 101.5838851928711, 487.90576171875, 129.18606567382812]]",Processed successfully
280301.pdf,Success,"[341, 545, 0, 148]","[[339.80731201171875, 4.912939548492432, 436.34124755859375, 20.985702514648438], [374.819580078125, 119.62261962890625, 513.75537109375, 135.56790161132812]]",Processed successfully
280317.pdf,Success,"[404, 612, 0, 171]","[[408.1036682128906, 99.38182067871094, 544.3103637695312, 143.01104736328125], [439.64031982421875, 53.1435661315918, 524.7342529296875, 70.27729797363281]]",Processed successfully
280383.pdf,Success,"[377, 550, 0, 166]","[[405.6805725097656, 138.13134765625, 489.8880615234375, 163.91062927246094], [388.01251220703125, 110.59687805175781, 495.2225341796875, 136.93002319335938]]",Processed successfully
280413.pdf,Success,"[339, 544, 0, 146]","[[363.6754150390625, 114.2013931274414, 541.3438720703125, 135.21920776367188]]",Processed successfully
280499.pdf,Success,"[383, 543, 0, 168]","[[385.1852111816406, 105.39413452148438, 481.927978515625, 139.22329711914062]]",Processed successfully
280529.pdf,Success,"[336, 542, 0, 147]","[[359.01361083984375, 112.81588745117188, 488.6874694824219, 135.73614501953125], [417.3399963378906, 112.97923278808594, 496.53240966796875, 133.84657287597656]]",Processed successfully
280850.pdf,Success,"[376, 544, 0, 167]","[[376.3597412109375, 106.9084243774414, 526.0192260742188, 138.09950256347656]]",Processed successfully
280892.pdf,Success,"[372, 546, 0, 168]","[[375.96319580078125, 113.90911865234375, 423.2016906738281, 136.1702117919922]]",Processed successfully
280910.pdf,Success,"[373, 545, 0, 162]","[[377.03662109375, 113.48558044433594, 431.92138671875, 131.90528869628906], [376.7007751464844, 113.5957260131836, 501.1645202636719, 133.07313537597656]]",Processed successfully
280996.pdf,Success,"[365, 544, 0, 167]","[[397.9425354003906, 114.69712829589844, 483.2461242675781, 134.4477996826172], [388.2624816894531, 143.66995239257812, 486.55181884765625, 167.3187713623047]]",Processed successfully
281031.pdf,Success,"[402, 612, 0, 171]","[[416.38714599609375, 100.9966049194336, 508.8542785644531, 138.7757110595703], [421.12213134765625, 23.898954391479492, 564.6824951171875, 134.07821655273438]]",Processed successfully
281270.pdf,Success,"[335, 542, 0, 149]","[[365.64471435546875, 113.92389678955078, 505.20892333984375, 139.3897247314453]]",Processed successfully
281415.pdf,Success,"[365, 542, 0, 167]","[[365.72381591796875, 146.27992248535156, 382.6243896484375, 163.06503295898438]]",Processed successfully
281427.pdf,Success,"[454, 543, 0, 163]","[[457.8310241699219, 107.40179443359375, 526.9336547851562, 135.964599609375]]",Processed successfully
281497.pdf,Success,"[398, 612, 0, 191]","[[422.1856689453125, 141.06468200683594, 532.7803955078125, 171.28671264648438]]",Processed successfully
281505.pdf,Success,"[360, 544, 0, 167]","[[361.6695556640625, 112.90419006347656, 460.8462219238281, 159.53794860839844]]",Processed successfully
281513.pdf,Success,"[333, 538, 0, 147]","[[361.1992492675781, 110.94466400146484, 442.6668701171875, 136.15196228027344]]",Processed successfully
281537.pdf,Success,"[338, 543, 0, 144]","[[424.68634033203125, 97.31531524658203, 531.4417724609375, 126.31169891357422]]",Processed successfully
281611.pdf,Success,"[377, 544, 0, 163]","[[423.774658203125, 111.57715606689453, 511.9893493652344, 135.56443786621094]]",Processed successfully
281650.pdf,Success,"[365, 543, 0, 165]","[[370.68389892578125, 102.052734375, 518.9002075195312, 137.8512725830078]]",Processed successfully
281694.pdf,Success,"[338, 543, 0, 148]","[[371.92254638671875, 113.22279357910156, 464.7044677734375, 136.65249633789062]]",Processed successfully
281718.pdf,Success,"[364, 546, 0, 169]","[[395.1677551269531, 111.29308319091797, 474.7337341308594, 136.10211181640625]]",Processed successfully
281760.pdf,Success,"[385, 543, 0, 169]","[[390.80731201171875, 113.10894775390625, 472.727294921875, 142.8118133544922]]",Processed successfully
281832.pdf,Success,"[419, 612, 0, 168]","[[422.91571044921875, 113.45000457763672, 533.6159057617188, 136.89120483398438]]",Processed successfully
281835.pdf,Success,"[360, 536, 0, 168]","[[367.22003173828125, 117.88426971435547, 509.7818603515625, 143.580078125]]",Processed successfully
281884.pdf,Success,"[366, 543, 0, 168]","[[376.3917236328125, 148.9018096923828, 482.3069763183594, 167.68389892578125]]",Processed successfully
281998.pdf,Success,"[429, 543, 0, 169]","[[432.1677551269531, 119.55057525634766, 475.5027770996094, 137.3286895751953]]",Processed successfully
282054.pdf,Success,"[366, 544, 0, 167]","[[366.01776123046875, 141.28758239746094, 472.7067565917969, 167.7614288330078]]",Processed successfully
282066.pdf,Success,"[405, 612, 0, 170]","[[431.5182189941406, 117.93647766113281, 528.4818725585938, 141.78738403320312]]",Processed successfully
282101.pdf,Success,"[329, 543, 0, 147]","[[368.2939147949219, 112.8221206665039, 509.6930236816406, 144.40213012695312]]",Processed successfully
282221.pdf,Success,"[379, 542, 0, 164]","[[378.2364501953125, 109.59131622314453, 481.9886779785156, 129.29745483398438]]",Processed successfully
282236.pdf,Success,"[386, 548, 0, 167]","[[385.4761047363281, 93.82889556884766, 482.8134460449219, 130.9988250732422]]",Processed successfully
282249.pdf,Success,"[363, 541, 0, 167]","[[388.52447509765625, 116.3974609375, 474.6742858886719, 134.67044067382812], [412.08587646484375, 15.191219329833984, 517.6692504882812, 115.0252914428711]]",Processed successfully
282337.pdf,Success,"[435, 612, 0, 171]","[[454.97296142578125, 70.63265228271484, 544.3028564453125, 164.86160278320312]]",Processed successfully
282429.pdf,Success,"[367, 543, 0, 166]","[[375.20098876953125, 96.89202880859375, 463.3297119140625, 133.46560668945312]]",Processed successfully
282435.pdf,Success,"[383, 610, 0, 168]","[[409.310302734375, 133.1598358154297, 558.7379760742188, 165.11900329589844]]",Processed successfully
282472.pdf,Success,"[400, 612, 0, 169]","[[403.4617919921875, 107.88372802734375, 497.55401611328125, 139.8365478515625], [405.0694580078125, 108.5231704711914, 446.3106384277344, 140.60006713867188]]",Processed successfully
282481.pdf,Success,"[378, 543, 0, 172]","[[420.5553283691406, 17.44780158996582, 525.37353515625, 114.39732360839844]]",Processed successfully
282515.pdf,Success,"[409, 612, 0, 171]","[[409.935302734375, 156.3932647705078, 440.708251953125, 172.97000122070312]]",Processed successfully
282527.pdf,Success,"[369, 543, 0, 166]","[[443.7076110839844, 99.32080841064453, 527.3606567382812, 140.4585418701172], [368.236083984375, 97.62277221679688, 527.8875732421875, 136.48550415039062]]",Processed successfully
282535.pdf,Success,"[349, 552, 0, 148]","[[458.78106689453125, 119.74714660644531, 534.8922119140625, 136.87838745117188], [376.4681091308594, 114.9706039428711, 454.9193115234375, 137.511474609375]]",Processed successfully
282539.pdf,Success,"[367, 544, 0, 165]","[[367.3161926269531, 145.76429748535156, 482.1768798828125, 165.09317016601562], [377.2890319824219, 110.56957244873047, 523.5101318359375, 135.4723358154297]]",Processed successfully
282662.pdf,Success,"[341, 544, 0, 148]","[[363.881591796875, 113.77235412597656, 438.3296203613281, 138.66236877441406], [442.8690185546875, 111.78575897216797, 540.0230102539062, 145.65077209472656]]",Processed successfully
282709.pdf,Success,"[340, 543, 0, 146]","[[368.7933349609375, 108.21915435791016, 480.92431640625, 132.53099060058594]]",Processed successfully
282727.pdf,Success,"[363, 539, 0, 167]","[[370.9454345703125, 114.66718292236328, 513.519775390625, 136.01190185546875], [375.5539245605469, 116.71025848388672, 388.8478698730469, 132.76089477539062]]",Processed successfully
282754.pdf,Success,"[338, 542, 0, 149]","[[363.7604064941406, 120.2349624633789, 523.9436645507812, 136.52584838867188]]",Processed successfully
282789.pdf,Success,"[368, 543, 0, 166]","[[389.3658142089844, 92.28864288330078, 502.78277587890625, 129.948974609375]]",Processed successfully
282924.pdf,Success,"[369, 543, 0, 170]","[[379.9814453125, 17.024843215942383, 532.005126953125, 118.1850357055664]]",Processed successfully
282968.pdf,Success,"[363, 541, 0, 165]","[[392.68646240234375, 109.36055755615234, 465.87451171875, 133.2901611328125]]",Processed successfully
282996.pdf,Success,"[369, 543, 0, 169]","[[370.308349609375, 98.93959045410156, 402.6317138671875, 142.3700408935547], [392.456787109375, 77.76258087158203, 404.6464538574219, 145.28765869140625], [375.05999755859375, 147.96153259277344, 502.30133056640625, 168.1412353515625]]",Processed successfully
283016.pdf,Success,"[369, 543, 0, 170]","[[432.97930908203125, 115.75847625732422, 481.105712890625, 138.4856719970703]]",Processed successfully
283069.pdf,Success,"[375, 544, 0, 161]","[[376.1609191894531, 101.45109558105469, 530.0348510742188, 137.40188598632812], [449.4673156738281, 101.38433074951172, 533.8975219726562, 135.9531707763672], [373.91888427734375, 97.18122863769531, 388.4090576171875, 121.56462860107422]]",Processed successfully
283097.pdf,Success,"[368, 543, 0, 167]","[[395.5867614746094, 104.78762817382812, 515.8121948242188, 138.60333251953125], [368.45953369140625, 149.96417236328125, 421.90081787109375, 168.3758544921875], [368.5555114746094, 148.7648162841797, 422.24481201171875, 169.8524627685547]]",Processed successfully
283121.pdf,Success,"[340, 542, 0, 150]","[[391.513427734375, 114.29403686523438, 508.50628662109375, 137.9275665283203], [369.208740234375, 123.04917907714844, 436.1329650878906, 136.4851837158203]]",Processed successfully
283138.pdf,Success,"[370, 545, 0, 166]","[[380.5535888671875, 103.75428009033203, 497.5671691894531, 136.5555419921875], [367.7278747558594, 135.1867218017578, 526.728515625, 164.6042938232422]]",Processed successfully
283187.pdf,Success,"[373, 545, 0, 169]","[[374.0023193359375, 107.9288101196289, 399.96380615234375, 124.94439697265625]]",Processed successfully
283291.pdf,Success,"[340, 542, 0, 148]","[[516.4730834960938, 7.148838043212891, 535.28662109375, 28.007307052612305]]",Processed successfully
283329.pdf,Success,"[337, 543, 0, 151]","[[483.5093994140625, 123.63419342041016, 539.58203125, 149.7046661376953]]",Processed successfully
283587.pdf,Success,"[374, 545, 0, 165]","[[412.66510009765625, 81.76085662841797, 505.1330871582031, 133.94532775878906]]",Processed successfully
283589.pdf,Success,"[372, 544, 0, 167]","[[393.01995849609375, 148.7917938232422, 455.5639343261719, 169.49737548828125], [388.2313232421875, 110.79984283447266, 509.0083923339844, 137.7708740234375]]",Processed successfully
283653.pdf,Success,"[404, 612, 0, 171]","[[429.0369567871094, 118.43606567382812, 477.1168212890625, 144.96548461914062], [427.8538818359375, 124.82801818847656, 475.10272216796875, 169.86753845214844], [429.40032958984375, 142.10720825195312, 468.3201599121094, 171.45172119140625]]",Processed successfully
283793.pdf,Success,"[386, 612, 0, 167]","[[383.07220458984375, 110.68859100341797, 546.6057739257812, 150.7983856201172], [468.0414123535156, 110.50457763671875, 546.01171875, 156.3534393310547]]",Processed successfully
283829.pdf,Success,"[339, 542, 0, 145]","[[371.3547058105469, 115.9560546875, 504.63714599609375, 137.8689727783203]]",Processed successfully
283853.pdf,Success,"[369, 542, 0, 169]","[[395.8028564453125, 6.757406711578369, 525.9107666015625, 136.57516479492188]]",Processed successfully
283862.pdf,Success,"[370, 545, 0, 168]","[[373.1775817871094, 14.139419555664062, 507.145751953125, 123.18423461914062], [383.1260070800781, 114.19136047363281, 489.56884765625, 142.001220703125]]",Processed successfully
284028.pdf,Success,"[373, 544, 0, 168]","[[398.09918212890625, 119.49666595458984, 512.5231323242188, 137.14364624023438], [373.3904724121094, 110.49470520019531, 390.7935485839844, 130.67723083496094]]",Processed successfully
284140.pdf,Success,"[413, 612, 0, 151]","[[441.1734313964844, 114.29721069335938, 569.9379272460938, 142.2159423828125]]",Processed successfully
284283.pdf,Success,"[366, 547, 0, 199]","[[387.1456604003906, 140.19747924804688, 485.77349853515625, 166.14585876464844]]",Processed successfully
284287.pdf,Success,"[418, 543, 0, 166]","[[426.2099304199219, 116.60790252685547, 499.116943359375, 137.098876953125]]",Processed successfully
284319.pdf,Success,"[368, 538, 0, 169]","[[372.3934326171875, 114.02932739257812, 475.1423645019531, 139.7064666748047]]",Processed successfully
284395.pdf,Success,"[407, 543, 0, 173]","[[408.5230407714844, 102.71820831298828, 510.8210754394531, 146.18670654296875], [452.8222961425781, 24.037124633789062, 473.2503662109375, 39.84260940551758], [452.6135559082031, 23.889089584350586, 473.6211242675781, 40.665122985839844]]",Processed successfully
284419.pdf,Success,"[372, 545, 0, 166]","[[375.86517333984375, 108.23052978515625, 505.6192932128906, 135.7666015625], [375.6055603027344, 104.55257415771484, 400.2230224609375, 131.93838500976562]]",Processed successfully
284423.pdf,Success,"[383, 550, 0, 170]","[[412.7318115234375, 30.147340774536133, 516.5560302734375, 124.07147979736328], [385.22662353515625, 110.49895477294922, 474.94384765625, 136.2740478515625]]",Processed successfully
284442.pdf,Success,"[336, 543, 0, 149]","[[370.5392761230469, 117.1785659790039, 499.6031799316406, 142.0915069580078]]",Processed successfully
284517.pdf,Success,"[373, 612, 0, 151]","[[415.8982849121094, 115.38277435302734, 513.5062866210938, 139.9337158203125]]",Processed successfully
284602.pdf,Success,"[362, 539, 0, 169]","[[387.7179260253906, 121.06124114990234, 475.94073486328125, 139.5053253173828]]",Processed successfully
284694.pdf,Success,"[360, 543, 0, 165]","[[362.3384094238281, 134.57083129882812, 418.72845458984375, 166.28363037109375], [360.48095703125, 113.59440612792969, 420.78363037109375, 160.66917419433594], [429.5484619140625, 41.82530212402344, 481.50830078125, 82.81938934326172]]",Processed successfully
284718.pdf,Success,"[341, 540, 0, 142]","[[412.64727783203125, 113.36689758300781, 487.48931884765625, 130.34829711914062]]",Processed successfully
284739.pdf,Success,"[339, 546, 0, 148]","[[447.37213134765625, 114.69580078125, 529.794189453125, 137.67010498046875]]",Processed successfully
284772.pdf,Success,"[368, 542, 0, 168]","[[393.70306396484375, 112.94730377197266, 438.26324462890625, 149.7600555419922]]",Processed successfully
284856.pdf,Success,"[337, 541, 0, 146]","[[410.8872985839844, 98.04251098632812, 498.3243103027344, 135.39553833007812]]",Processed successfully
284884.pdf,Success,"[389, 543, 0, 170]","[[403.36773681640625, 110.55937957763672, 492.1620788574219, 159.59585571289062]]",Processed successfully
284888.pdf,Success,"[340, 546, 0, 152]","[[372.3397216796875, 114.70292663574219, 489.527587890625, 142.01283264160156]]",Processed successfully
284891.pdf,Success,"[368, 544, 0, 168]","[[366.94781494140625, 106.28997802734375, 482.6983642578125, 140.9188995361328], [368.303955078125, 137.6580047607422, 492.0589294433594, 166.2130584716797]]",Processed successfully
284982.pdf,Success,"[367, 545, 0, 168]","[[381.09039306640625, 101.50250244140625, 415.9046630859375, 132.4723663330078], [456.3400573730469, 97.62789154052734, 494.3675231933594, 134.2229461669922], [381.4222412109375, 96.65422821044922, 493.57012939453125, 133.7770538330078]]",Processed successfully
285081.pdf,Success,"[369, 543, 0, 168]","[[446.0223388671875, 116.15016174316406, 518.6767578125, 151.17710876464844], [369.6597595214844, 110.6357650756836, 404.3431396484375, 153.01947021484375], [386.1269836425781, 114.52297973632812, 511.8281555175781, 152.1644287109375]]",Processed successfully
285132.pdf,Success,"[373, 547, 0, 168]","[[383.8808898925781, 104.91474151611328, 488.1019287109375, 137.78073120117188], [374.26824951171875, 150.58358764648438, 476.9010009765625, 168.73214721679688], [375.0765380859375, 157.14157104492188, 413.9106140136719, 168.3953857421875]]",Processed successfully
285205.pdf,Success,"[368, 546, 0, 169]","[[378.1919250488281, 118.31602478027344, 512.4682006835938, 143.39224243164062]]",Processed successfully
285212.pdf,Success,"[369, 548, 0, 171]","[[387.0802307128906, 110.99346160888672, 526.489013671875, 140.6403045654297]]",Processed successfully
285454.pdf,Success,"[362, 541, 0, 168]","[[383.30914306640625, 111.44995880126953, 440.2690734863281, 142.82608032226562]]",Processed successfully
285537.pdf,Success,"[377, 546, 0, 169]","[[378.8072204589844, 113.31217956542969, 517.6480102539062, 139.54945373535156]]",Processed successfully
285569.pdf,Success,"[383, 547, 0, 168]","[[387.9791259765625, 117.65686798095703, 447.6223449707031, 135.15005493164062]]",Processed successfully
285733.pdf,Success,"[377, 548, 0, 169]","[[377.72955322265625, 115.30477142333984, 471.4383850097656, 136.0913848876953]]",Processed successfully
285795.pdf,Success,"[337, 545, 0, 149]","[[399.685546875, 16.936464309692383, 499.2751770019531, 121.2235107421875]]",Processed successfully
285811.pdf,Success,"[370, 548, 0, 167]","[[422.3315124511719, 15.344098091125488, 522.534423828125, 110.89025115966797]]",Processed successfully
285835.pdf,Success,"[365, 544, 0, 167]","[[405.5222473144531, 110.32408142089844, 544.0, 138.13160705566406]]",Processed successfully
285898.pdf,Success,"[338, 543, 0, 154]","[[467.65777587890625, 19.376693725585938, 497.5222473144531, 49.43364715576172]]",Processed successfully
286002.pdf,Success,"[378, 547, 0, 170]","[[434.2592468261719, 108.22615051269531, 524.4360961914062, 141.317626953125], [378.482421875, 85.49183654785156, 454.3475646972656, 140.70713806152344], [382.3374938964844, 88.73087310791016, 520.0578002929688, 139.96075439453125], [377.4967346191406, 162.8213348388672, 404.8819580078125, 171.00860595703125]]",Processed successfully
286010.pdf,Success,"[364, 543, 0, 165]","[[418.2525939941406, 109.05061340332031, 436.546630859375, 133.25294494628906]]",Processed successfully
286115.pdf,Success,"[372, 547, 0, 169]","[[393.20916748046875, 110.70912170410156, 472.911376953125, 141.70079040527344]]",Processed successfully
286121.pdf,Success,"[368, 543, 0, 169]","[[462.5891418457031, 115.04369354248047, 529.2645874023438, 134.89634704589844]]",Processed successfully
286152.pdf,Success,"[374, 543, 0, 167]","[[401.6104736328125, 18.3271541595459, 543.0, 131.3092041015625]]",Processed successfully
286209.pdf,Success,"[342, 550, 0, 150]","[[427.09027099609375, 116.38880157470703, 498.0830993652344, 138.14312744140625], [369.9852294921875, 116.3660659790039, 495.21331787109375, 142.17100524902344]]",Processed successfully
286227.pdf,Success,"[362, 538, 0, 166]","[[411.2719421386719, 110.24785614013672, 448.0077819824219, 132.99917602539062]]",Processed successfully
286305.pdf,Success,"[409, 612, 0, 170]","[[411.5207214355469, 111.51824188232422, 531.810546875, 143.6458740234375]]",Processed successfully
286429.pdf,Success,"[371, 545, 0, 167]","[[465.12908935546875, 22.724533081054688, 490.5048828125, 46.19880294799805], [379.0902099609375, 108.78643035888672, 481.8089294433594, 136.05441284179688], [415.7419738769531, 143.8038330078125, 533.6830444335938, 168.0614776611328]]",Processed successfully
286439.pdf,Success,"[448, 543, 0, 168]","[[447.5009765625, 22.13460922241211, 511.0909118652344, 135.23733520507812]]",Processed successfully
286513.pdf,Success,"[364, 543, 0, 168]","[[382.1453552246094, 125.78600311279297, 460.80584716796875, 137.82334899902344], [365.9130554199219, 5.768064975738525, 507.18756103515625, 22.233200073242188]]",Processed successfully
286629.pdf,Success,"[405, 612, 0, 178]","[[403.9479064941406, 124.3236083984375, 477.91693115234375, 147.62539672851562]]",Processed successfully
286748.pdf,Success,"[439, 612, 0, 171]","[[436.3122253417969, 110.88355255126953, 578.6099853515625, 155.77442932128906]]",Processed successfully
286787.pdf,Success,"[382, 543, 0, 164]","[[383.02044677734375, 106.13541412353516, 483.89520263671875, 137.37063598632812]]",Processed successfully
286900.pdf,Success,"[371, 543, 0, 168]","[[371.80841064453125, 110.69144439697266, 476.01300048828125, 142.27305603027344]]",Processed successfully
286904.pdf,Success,"[368, 543, 0, 199]","[[367.6048583984375, 144.9152069091797, 512.1749877929688, 173.13299560546875]]",Processed successfully
286912.pdf,Success,"[376, 543, 0, 168]","[[409.69097900390625, 112.88668060302734, 496.9480285644531, 137.32772827148438]]",Processed successfully
287025.pdf,Success,"[343, 549, 0, 135]","[[413.5443420410156, 96.53443145751953, 521.3280639648438, 125.5077133178711]]",Processed successfully
287028.pdf,Success,"[392, 544, 0, 167]","[[417.5591735839844, 13.423418045043945, 521.462890625, 106.88862609863281]]",Processed successfully
287054.pdf,Success,"[341, 544, 0, 148]","[[369.9983825683594, 111.47838592529297, 483.0343017578125, 139.83851623535156]]",Processed successfully
287066.pdf,Success,"[367, 543, 0, 167]","[[387.8114013671875, 116.06112670898438, 484.3877868652344, 158.6421661376953], [388.3230895996094, 115.72295379638672, 462.5278015136719, 138.90029907226562]]",Processed successfully
287170.pdf,Success,"[432, 550, 0, 170]","[[434.1196594238281, 122.4058609008789, 497.14154052734375, 138.80087280273438]]",Processed successfully
287460.pdf,Success,"[361, 542, 0, 165]","[[361.39154052734375, 94.64424896240234, 499.8465270996094, 139.17156982421875], [362.6497497558594, 147.3563995361328, 379.50506591796875, 165.09201049804688]]",Processed successfully
287472.pdf,Success,"[366, 544, 0, 158]","[[364.0149841308594, 88.2575912475586, 536.3557739257812, 129.28248596191406]]",Processed successfully
287495.pdf,Success,"[382, 612, 0, 186]","[[409.2688293457031, 144.92897033691406, 526.1951293945312, 171.62738037109375]]",Processed successfully
287505.pdf,Success,"[401, 546, 0, 168]","[[404.7969665527344, 121.69184112548828, 515.2733154296875, 133.95980834960938]]",Processed successfully
287521.pdf,Success,"[362, 543, 0, 168]","[[383.6287841796875, 121.5372085571289, 414.77508544921875, 142.94921875]]",Processed successfully
287760.pdf,Success,"[447, 610, 0, 184]","[[455.11639404296875, 128.02804565429688, 524.1082153320312, 153.42478942871094], [537.7695922851562, 42.7036247253418, 568.1444091796875, 61.32677459716797]]",Processed successfully
287853.pdf,Success,"[388, 541, 0, 169]","[[387.4403076171875, 28.665836334228516, 510.5989685058594, 127.29316711425781], [390.60003662109375, 99.53108215332031, 462.44781494140625, 122.60077667236328]]",Processed successfully
287894.pdf,Success,"[371, 546, 0, 199]","[[373.2887268066406, 136.8617706298828, 525.7081298828125, 168.3321075439453], [516.039794921875, 7.763925552368164, 536.8878173828125, 32.083133697509766]]",Processed successfully
287966.pdf,Success,"[383, 544, 0, 167]","[[402.8205871582031, 17.270538330078125, 506.851806640625, 119.15422058105469], [385.3902587890625, 113.57789611816406, 526.70068359375, 135.6964569091797]]",Processed successfully
288101.pdf,Success,"[379, 612, 0, 168]","[[398.2255859375, 139.02545166015625, 460.1315612792969, 170.09713745117188], [402.84893798828125, 115.01964569091797, 489.3444519042969, 138.95880126953125], [377.813232421875, 154.8575897216797, 392.7685241699219, 169.74876403808594], [397.8599853515625, 125.6917495727539, 488.21124267578125, 168.67994689941406]]",Processed successfully
288134.pdf,Success,"[452, 612, 0, 169]","[[456.0578308105469, 122.99657440185547, 511.94915771484375, 146.33021545410156]]",Processed successfully
288303.pdf,Success,"[374, 544, 0, 166]","[[382.9052429199219, 118.8062973022461, 467.50146484375, 135.3422088623047]]",Processed successfully
288433.pdf,Success,"[369, 544, 0, 166]","[[395.140380859375, 96.65367126464844, 443.6390380859375, 135.7660369873047]]",Processed successfully
288448.pdf,Success,"[340, 545, 0, 150]","[[375.16302490234375, 122.84300994873047, 448.8717346191406, 137.3999481201172], [457.5956115722656, 115.906005859375, 512.4006958007812, 135.9508819580078]]",Processed successfully
288469.pdf,Success,"[467, 548, 0, 200]","[[469.64691162109375, 142.25982666015625, 495.4975891113281, 167.32933044433594]]",Processed successfully
288483.pdf,Success,"[427, 612, 0, 185]","[[429.2221984863281, 132.12989807128906, 551.2837524414062, 162.39378356933594]]",Processed successfully
288501.pdf,Success,"[403, 543, 0, 167]","[[404.0216369628906, 118.90837097167969, 543.0, 138.60372924804688]]",Processed successfully
